Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Total Conexiones,Porcentaje Fibra Óptica
SAN JUAN,Iglesia,Iglesia,70049030,,,,,,21.0,,79.0,100,100.0,
SAN JUAN,Iglesia,Las Flores,70049040,,,,,,2.0,,111.0,113,113.0,
SAN JUAN,Iglesia,Pismanta,70049050,,,,,,3.0,,18.0,21,21.0,
SAN JUAN,Iglesia,Rodeo,70049060,,,,,10.0,,,472.0,482,482.0,
SAN JUAN,Iglesia,Tudcum,70049070,,,,,,1.0,,89.0,90,90.0,
SAN JUAN,Jáchal,San Isidro,70056070,,,,,,,,97.0,97,97.0,
SAN JUAN,Jáchal,San José de Jáchal,70056080,,,1.0,381.0,,3.0,,711.0,"1,1",1096.0,34.762773722627735
SAN JUAN,Jáchal,Tamberías,70056090,,,,,,,,62.0,62,62.0,
SAN JUAN,Jáchal,Villa Mercedes,70056110,,,,,,8.0,,170.0,178,178.0,
SAN JUAN,Jáchal,Gran China,70056020,,,,,,,,82.0,82,82.0,
SAN JUAN,Jáchal,Huaco,70056030,,,,,,,,109.0,109,109.0,
SAN JUAN,Jáchal,Pampa Vieja,70056060,,,,,,,,86.0,86,86.0,
SAN JUAN,Jáchal,El Médano,70056010,,,,,,,,25.0,25,25.0,
SAN JUAN,Jáchal,Mogna,70056040,,,,,,,,5.0,5,5.0,
SAN JUAN,Jáchal,Niquivil,70056050,,,,,,,,25.0,25,25.0,
SAN JUAN,Jáchal,Villa Malvinas Argentinas,70056100,,,,,,,,25.0,25,25.0,
SAN JUAN,OTROS,OTROS,Sin Datos,,,,,454.0,,,,454,454.0,
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,70070040,549.0,,4.0,,,1.0,,199.0,753,753.0,
SAN JUAN,Pocito,Villa Centenario,70070060,,,,,,,,56.0,56,56.0,
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,70070050,,,,,,,,98.0,98,98.0,
SAN JUAN,Pocito,Quinto Cuartel,70070030,,,,,,,,124.0,124,124.0,
SAN JUAN,Pocito,Villa Aberastain,70070010,,,,,,,,10.0,10,10.0,
SAN JUAN,Pocito,Barrio Ruta 40,70070010,,,,,,,,14.0,14,14.0,
SAN JUAN,Pocito,Carpintería,70070020,,,,,,,,14.0,14,14.0,
SAN JUAN,Rawson,Rawson,70077010,,,12.0,,,4.0,,987.0,"17,32",1003.0,
SAN JUAN,Rawson,Villa Krause,70077020,,,,,,,,271.0,271,271.0,
SAN JUAN,Rawson,El Medanito,70077010,,,,,,,,32.0,32,32.0,
SAN JUAN,Rawson,Villa Bolaños,70077020,,,,,,,,313.0,313,313.0,
SAN JUAN,Rivadavia,Rivadavia,70084010,,,12.0,132.0,15.0,1.0,,,"4,38",160.0,82.5
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),70091030,2.0,,,,,,,4.0,6,6.0,
SAN JUAN,San Martín,Villa San Martín,70091070,,,,,210.0,1.0,,20.0,231,231.0,
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,,,,3.0,,,,73.0,76,76.0,3.9473684210526314
SAN JUAN,San Martín,Villa El Salvador,70091040,,,,,,,,12.0,12,12.0,
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),70091020,,,,,,,,41.0,41,41.0,
SAN JUAN,San Martín,Barrio Sadop,70091010,,,,,,,,2.0,2,2.0,
SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),70091050,,,,,,,,2.0,2,2.0,
SAN JUAN,Santa Lucía,Santa Lucía,70098010,,,11.0,119.0,15.0,,,2.0,"4,54",147.0,80.95238095238095
SAN JUAN,Santa Lucía,Alto de Sierra,70098010,,,,,,,,36.0,36,36.0,
SAN JUAN,Sarmiento,Cañada Honda,70105010,,,,1.0,,2.0,,1.0,4,4.0,25.0
SAN JUAN,Sarmiento,Cienaguita,70105020,,,,1.0,,,,1.0,2,2.0,50.0
SAN JUAN,Sarmiento,Las Lagunas,70105060,,,,,,1.0,,,1,1.0,
SAN JUAN,Sarmiento,Los Berros,70105070,,,,2.0,,,,68.0,70,70.0,2.857142857142857
SAN JUAN,Sarmiento,Villa Media Agua,70105100,,,,1.0,,,,161.0,162,162.0,0.6172839506172839
SAN JUAN,Sarmiento,Pedernal,70105080,,,,,,,,11.0,11,11.0,
SAN JUAN,Sarmiento,Divisadero,70105040,,,,,,,,11.0,11,11.0,
SAN JUAN,Sarmiento,Guanacache,70105050,,,,,,,,8.0,8,8.0,
SAN JUAN,Sarmiento,Punta del Médano,70105090,,,,,,,,1.0,1,1.0,
SAN JUAN,Ullum,Villa Ibáñez,70112010,,,1.0,,,,,411.0,412,412.0,
SAN JUAN,Valle Fértil,Astica,70119010,,,,,,,,30.0,30,30.0,
SAN JUAN,Valle Fértil,OTROS,Sin Datos,,,,,190.0,,,,190,190.0,
SAN JUAN,Valle Fértil,Villa San Agustín,70119060,,,,1.0,,3.0,,260.0,264,264.0,0.3787878787878788
SAN JUAN,Zonda,Villa Basilio Nievas,70133010,,,,,,,,351.0,351,351.0,
SAN LUIS,Ayacucho,Candelaria,74007010,,,,,,,,,"1,03",0.0,
SAN LUIS,Ayacucho,La Majada,74007010,,,,,,,,211.0,211,211.0,
SAN LUIS,Ayacucho,Leandro N. Alem,74007030,,,,,,,,13.0,13,13.0,
SAN LUIS,Ayacucho,Luján,74007040,,,,,,,,,"1,12",0.0,
SAN LUIS,Ayacucho,OTROS,Sin Datos,,,,,,3.0,,,3,3.0,
SAN LUIS,Ayacucho,Quines,74007050,,,,,,1.0,,,"1,62",1.0,
SAN LUIS,Ayacucho,Río Juan Gómez,74007010,,,,,,,,72.0,72,72.0,
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,74007070,,,,,,,,,"1,65",0.0,
SAN LUIS,Ayacucho,San Miguel,74007070,,,,,,1.0,,,1,1.0,
SAN LUIS,Ayacucho,Pampa Grande,74007010,,,,2.0,,,,,2,2.0,100.0
SAN LUIS,Ayacucho,Lomas Blancas,74007010,,,,,,,,37.0,37,37.0,
SAN LUIS,Belgrano,La Calera,74014010,,,,71.0,,,,349.0,420,420.0,16.904761904761905
SAN LUIS,Belgrano,Los Molles,74014010,,,,,,,,263.0,263,263.0,
SAN LUIS,Belgrano,Nogolí,74014020,,,,108.0,,,,690.0,798,798.0,13.533834586466165
SAN LUIS,Belgrano,San Pedro,74014040,,,,,,,,25.0,25,25.0,
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,,,,137.0,,,,818.0,955,955.0,14.345549738219896
SAN LUIS,Belgrano,Villa General Roca,74014040,,,,22.0,,,,138.0,160,160.0,13.750000000000002
SAN LUIS,Chacabuco,Concarán,74028010,,,,,,2.0,,,"2,02",2.0,
SAN LUIS,Chacabuco,Cortaderas,74028020,,,,5.0,,,,,"1,01",5.0,100.0
SAN LUIS,Chacabuco,Naschel,74028030,,,,,,,,,"1,18",0.0,
SAN LUIS,Chacabuco,Papagayos,74028040,,,,,,,,58.0,58,58.0,
SAN LUIS,Chacabuco,Renca,74028050,,,,,,,,173.0,173,173.0,
SAN LUIS,Chacabuco,San Pablo,74028060,,,,,,,,85.0,85,85.0,
SAN LUIS,Chacabuco,Tilisarao,74028070,,,,,,,,,"1,72",0.0,
SAN LUIS,Chacabuco,Villa del Carmen,74028080,,,,,,,,394.0,394,394.0,
SAN LUIS,Chacabuco,Villa Larca,74028090,,,,,,,,634.0,634,634.0,
SAN LUIS,Chacabuco,El Algarrobal,74028020,,,,3.0,,,,,3,3.0,100.0
SAN LUIS,Coronel Pringles,Carolina,74021010,,,,,,,,366.0,366,366.0,
SAN LUIS,Coronel Pringles,El Trapiche,74021020,,,,,,,,,"1,83",0.0,
SAN LUIS,Coronel Pringles,Fraga,74021030,,,,119.0,,,,478.0,597,597.0,19.932998324958124
SAN LUIS,Coronel Pringles,La Bajada,74021040,,,,,,,,64.0,64,64.0,
SAN LUIS,Coronel Pringles,La Florida,74021050,,,,,,,,322.0,322,322.0,
SAN LUIS,Coronel Pringles,La Toma,74021060,100.0,,,,,,,,"2,5",100.0,
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,,,,,,27.0,,,27,27.0,
SAN LUIS,Coronel Pringles,Río Grande,74021080,,,,,,,,214.0,214,214.0,
SAN LUIS,Coronel Pringles,Saladillo,74021090,,,,1.0,,,,174.0,175,175.0,0.5714285714285714
SAN LUIS,Coronel Pringles,El Durazno,74021060,,,,,,,,77.0,77,77.0,
SAN LUIS,General Pedernera,Juan Jorba,74035010,,,,,,,,131.0,131,131.0,
SAN LUIS,General Pedernera,Juan Llerena,74035020,,,,,,,,124.0,124,124.0,
SAN LUIS,General Pedernera,Justo Daract,74035030,175.0,,4.0,,,,,,"2,15",179.0,
SAN LUIS,General Pedernera,La Punilla,74035040,,,,,,,,155.0,155,155.0,
SAN LUIS,General Pedernera,Lavaisse,74035050,,,,,,,,66.0,66,66.0,
SAN LUIS,General Pedernera,San José del Morro,74035060,,,,,,,,209.0,209,209.0,
SAN LUIS,General Pedernera,Villa Mercedes,74035070,,,95.0,276.0,101.0,,,,"38,69",472.0,58.47457627118644
SAN LUIS,General Pedernera,Villa Salles,74035090,,,,,,,,23.0,23,23.0,
SAN LUIS,General Pedernera,La Angelina,74035040,,,,,,,,16.0,16,16.0,
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,,,1.0,,,,,250.0,251,251.0,
SAN LUIS,Gobernador Dupuy,Arizona,74042020,,,3.0,,,,,307.0,310,310.0,
SAN LUIS,Gobernador Dupuy,Bagual,74042030,,,,,,,,70.0,70,70.0,
SAN LUIS,Gobernador Dupuy,Batavia,74042040,,,,,,2.0,,175.0,177,177.0,
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,,,1.0,,,1.0,,999.0,1,1001.0,
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,,,,,,,,154.0,154,154.0,
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,,,1.0,,,,,289.0,290,290.0,
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,,,,,,1.0,,,1,1.0,
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,,,,,,3.0,,45.0,48,48.0,
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,,,,,,,,27.0,27,27.0,
SAN LUIS,Gobernador Dupuy,Navia,74042120,,,,,,2.0,,121.0,123,123.0,
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,,,,,,,,568.0,568,568.0,
SAN LUIS,Gobernador Dupuy,Unión,74042140,,,,,,,,845.0,845,845.0,
SAN LUIS,Gobernador Dupuy,Los Overos,74042090,,,,,,2.0,,,2,2.0,
SAN LUIS,Junín,Carpinteria,74049010,149.0,10.0,,,,,,973.0,"1,13",1132.0,
SAN LUIS,Junín,Cerro de Oro,74049020,13.0,14.0,,74.0,,,,289.0,390,390.0,18.974358974358974
SAN LUIS,Junín,Lafinur,74049030,,,,,,,,165.0,165,165.0,
SAN LUIS,Junín,Los Cajones,74049040,,,,,,,,197.0,197,197.0,
SAN LUIS,Junín,Los Molles,74049050,,,,,,,,596.0,596,596.0,
SAN LUIS,Junín,Merlo,74049060,722.0,62.0,,926.0,,,,,"7,21",1710.0,54.15204678362573
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,142.0,,,,,,,,"2,12",142.0,
SAN LUIS,Junín,Talita,74049080,,,,,,2.0,,253.0,255,255.0,
SAN LUIS,La Capital,Alto Pelado,74056010,,,,,,,,79.0,79,79.0,
SAN LUIS,La Capital,Alto Pencoso,74056020,,,,1.0,,,,97.0,98,98.0,1.0204081632653061
SAN LUIS,La Capital,Balde,74056030,,,,1.0,,5.0,,236.0,242,242.0,0.4132231404958678
SAN LUIS,La Capital,Beazley,74056040,,,,,,,,225.0,225,225.0,
SAN LUIS,La Capital,Cazador,74056050,,,,,,,,49.0,49,49.0,
SAN LUIS,La Capital,Chosmes,74056060,,,,,,,,9.0,9,9.0,
SAN LUIS,La Capital,Desaguadero,74056070,,,,1.0,,,,86.0,87,87.0,1.1494252873563218
SAN LUIS,La Capital,El Volcán,74056080,,28.0,,,,,,,"1,32",28.0,
SAN LUIS,La Capital,Jarilla,74056090,,,,,,,,36.0,36,36.0,
SAN LUIS,La Capital,Juana Koslay,74056100,419.0,,2.0,31.0,,,,,"3,99",452.0,6.8584070796460175
SAN LUIS,La Capital,Potrero de los Funes,74056120,,,,,,,,,"4,38",0.0,
SAN LUIS,La Capital,Salinas del Bebedero,74056130,,,,,,,,43.0,43,43.0,
SAN LUIS,La Capital,San Jerónimo,74056140,,,,,,,,200.0,200,200.0,
SAN LUIS,La Capital,San Luis,74056150,,,84.0,879.0,84.0,3.0,,,"41,62",1050.0,83.71428571428572
SAN LUIS,La Capital,Zanjitas,74056160,,,,,,,,100.0,100,100.0,
SAN LUIS,La Capital,La Punta,74056105,,,,630.0,,,,,"1,94",630.0,100.0
SAN LUIS,La Capital,Las Barrancas,74056070,,,,,,1.0,,34.0,35,35.0,
SAN LUIS,La Capital,Varela,74056140,,,,,,,,24.0,24,24.0,
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,,,,,,,,22.0,22,22.0,
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,,,,,,2.0,,49.0,51,51.0,
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,,,,,,,,59.0,59,59.0,
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,,,,,,5.0,,68.0,73,73.0,
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,,,,,,,,52.0,52,52.0,
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,,,,47.0,,,,283.0,330,330.0,14.242424242424242
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,,,,,,,,68.0,68,68.0,
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1.0,,1.0,75.0,,,,363.0,440,440.0,17.045454545454543
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,,,,,,1.0,,228.0,229,229.0,
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,,,,,,,,12.0,12,12.0,
SAN LUIS,OTROS,OTROS,Sin Datos,,,,,70.0,,,,70,70.0,
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,612.0,560.0,2.0,,1.0,1.0,,42.0,"1,22",1218.0,
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,683.0,,4.0,510.0,1.0,3.0,,,"1,2",1201.0,42.464612822647794
SANTA CRUZ,Deseado,Caleta Olivia,78014010,,,,720.0,2.0,6.0,,460.0,"9,47",1188.0,60.60606060606061
SANTA CRUZ,Deseado,Cañadón Seco,78014020,,,,2.0,,3.0,,118.0,123,123.0,1.6260162601626018
SANTA CRUZ,Deseado,Jaramillo,78014040,,,,,,4.0,,86.0,90,90.0,
SANTA CRUZ,Deseado,Las Heras,78014060,,,,,1.0,1.0,,,"3,43",2.0,
SANTA CRUZ,Deseado,Pico Truncado,78014070,,,,,51.0,1.0,,,"3,85",52.0,
SANTA CRUZ,Deseado,Puerto Deseado,78014080,,,9.0,,10.0,22.0,,,"1,53",41.0,
SANTA CRUZ,Deseado,Tellier,78014090,,,,,,1.0,,,1,1.0,
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,,,,10.0,6.0,1.0,,195.0,212,212.0,4.716981132075472
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,,,,,,1.0,,,1,1.0,
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,,,173.0,736.0,171.0,15.0,,,"15,06",1095.0,67.21461187214612
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,261.0,,,,1.0,1.0,,,263,263.0,
SANTA CRUZ,Güer Aike,Mina 3,78021030,,,,,,2.0,,,2,2.0,
SANTA CRUZ,Lago Argentino,El Calafate,78028010,,,,,1.0,9.0,,704.0,"7,53",714.0,
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,,,,431.0,5.0,5.0,,2.0,443,443.0,97.29119638826185
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,,,,,,1.0,,,1,1.0,
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,,,2.0,,1.0,10.0,,30.0,43,43.0,
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,,,7.0,,101.0,5.0,,,"2,71",113.0,
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,849.0,,1.0,,1.0,11.0,,5.0,"3,02",867.0,
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,,,,,,1.0,,,1,1.0,
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,,,,,1.0,6.0,,,7,7.0,
SANTA FE,9 de Julio,Esteban Rams,82077010,,,,,,2.0,,35.0,37,37.0,
SANTA FE,9 de Julio,Gato Colorado,82077020,,,,,,4.0,,,4,4.0,
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,,,,,,3.0,,144.0,147,147.0,
SANTA FE,9 de Julio,Logroño,82077040,1.0,,,,,,,47.0,48,48.0,
SANTA FE,9 de Julio,Montefiore,82077050,,,,,,1.0,,17.0,18,18.0,
SANTA FE,9 de Julio,Pozo Borrado,82077060,,,,,,,,127.0,127,127.0,
SANTA FE,9 de Julio,San Bernardo,82077065,,,,,,,,109.0,109,109.0,
SANTA FE,9 de Julio,Santa Margarita,82077070,,,,,,5.0,,96.0,101,101.0,
SANTA FE,9 de Julio,Tostado,82077080,,6.0,,,,2.0,,,"3,09",8.0,
SANTA FE,9 de Julio,Villa Minetti,82077090,,,,,,5.0,,264.0,269,269.0,
SANTA FE,Belgrano,Armstrong,82007010,,,,111.0,,,,38.0,"1,28",149.0,74.49664429530202
SANTA FE,Belgrano,Bouquet,82007020,388.0,,,,,,,1.0,389,389.0,
SANTA FE,Belgrano,Las Parejas,82007030,,,,,,,,124.0,"3,79",124.0,
SANTA FE,Belgrano,Las Rosas,82007040,,,,474.0,,,,35.0,"4,17",509.0,93.1237721021611
SANTA FE,Belgrano,Montes de Oca,82007050,591.0,,,607.0,168.0,1.0,,43.0,"1,41",1410.0,43.04964539007092
SANTA FE,Belgrano,Tortugas,82007060,167.0,,,,,1.0,,,168,168.0,
SANTA FE,Caseros,Arequito,82014010,64.0,,,,,,,,"2,31",64.0,
SANTA FE,Caseros,Arteaga,82014020,68.0,868.0,,,,,,87.0,"1,02",1023.0,
SANTA FE,Caseros,Beravebú,82014030,,,,,,,,353.0,353,353.0,
SANTA FE,Caseros,Bigand,82014040,529.0,,,,,,,,"1,78",529.0,
SANTA FE,Caseros,Casilda,82014050,,,,,,,,,"8,41",0.0,
SANTA FE,Caseros,Chabás,82014060,,,,620.0,,,,13.0,"1,78",633.0,97.94628751974723
SANTA FE,Caseros,Chañar Ladeado,82014070,69.0,730.0,,569.0,,,,,"1,37",1368.0,41.59356725146199
SANTA FE,Caseros,Gödeken,82014080,,531.0,,1.0,,,,,532,532.0,0.18796992481203006
SANTA FE,Caseros,Los Molinos,82014090,25.0,507.0,,,,,,,532,532.0,
SANTA FE,Caseros,Los Nogales,82014100,,44.0,,,,,,,44,44.0,
SANTA FE,Caseros,Los Quirquinchos,82014110,,,,,,,,815.0,815,815.0,
SANTA FE,Caseros,San José de la Esquina,82014120,131.0,,,,,,,3.0,"2,11",134.0,
SANTA FE,Caseros,Sanford,82014130,88.0,,,378.0,,,,,466,466.0,81.11587982832617
SANTA FE,Caseros,Villada,82014140,92.0,1.0,,,,,,,93,93.0,
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,28.0,,,662.0,,,,58.0,748,748.0,88.50267379679144
SANTA FE,Castellanos,Angélica,82021020,371.0,,,233.0,,,,7.0,611,611.0,38.1342062193126
SANTA FE,Castellanos,Ataliva,82021030,15.0,10.0,,359.0,,,,189.0,573,573.0,62.652705061082024
SANTA FE,Castellanos,Aurelia,82021040,,,,,,,,4.0,4,4.0,
SANTA FE,Castellanos,Bauer y Sigel,82021060,,,,,,,,,- 0,0.0,
SANTA FE,Castellanos,Bella Italia,82021070,34.0,316.0,,2.0,,,,4.0,356,356.0,0.5617977528089888
SANTA FE,Castellanos,Castellanos,82021080,,1.0,,,,,,5.0,6,6.0,
SANTA FE,Castellanos,Colonia Bicha,82021090,72.0,,,165.0,,,,,237,237.0,69.62025316455697
SANTA FE,Castellanos,Colonia Cello,82021100,,,,,,,,29.0,29,29.0,
SANTA FE,Castellanos,Colonia Margarita,82021110,,10.0,,,,,,,10,10.0,
SANTA FE,Castellanos,Colonia Raquel,82021120,31.0,,,212.0,,,,3.0,246,246.0,86.1788617886179
SANTA FE,Castellanos,Coronel Fraga,82021130,,,,,,,,49.0,49,49.0,
SANTA FE,Castellanos,Esmeralda,82021150,,82.0,,,,,,,82,82.0,
SANTA FE,Castellanos,Estación Clucellas,82021160,,179.0,,,,,,4.0,183,183.0,
SANTA FE,Castellanos,Estación Saguier,82021170,,11.0,,,,,,3.0,14,14.0,
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27.0,,,148.0,,,,,175,175.0,84.57142857142857
SANTA FE,Castellanos,Eustolia,82021190,,,,,,,,4.0,4,4.0,
SANTA FE,Castellanos,Humberto Primo,82021220,197.0,53.0,,33.0,,,,262.0,545,545.0,6.055045871559633
SANTA FE,Castellanos,Josefina,82021230,27.0,77.0,,,,,,1.0,105,105.0,
SANTA FE,Castellanos,Lehmann,82021240,192.0,342.0,,166.0,,,,,700,700.0,23.714285714285715
SANTA FE,Castellanos,María Juana,82021250,674.0,1.0,,897.0,,,,52.0,"1,62",1624.0,55.23399014778325
SANTA FE,Castellanos,Plaza Clucellas,82021270,45.0,283.0,,,,,,,328,328.0,
SANTA FE,Castellanos,Plaza Saguier,82021280,,51.0,,,,,,,51,51.0,
SANTA FE,Castellanos,Presidente Roca,82021290,,137.0,,1.0,,,,5.0,143,143.0,0.6993006993006993
SANTA FE,Castellanos,Pueblo Marini,82021300,,,,,,,,11.0,11,11.0,
SANTA FE,Castellanos,Rafaela,82021310,,,,,6.0,2.0,,,"31,34",8.0,
SANTA FE,Castellanos,Ramona,82021320,1.0,,,,,,,327.0,328,328.0,
SANTA FE,Castellanos,San Antonio,82021330,,10.0,,,,,,59.0,69,69.0,
SANTA FE,Castellanos,San Vicente,82021340,770.0,,,,,,,42.0,"2,15",812.0,
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,160.0,107.0,,,,,,218.0,485,485.0,
SANTA FE,Castellanos,Sunchales,82021360,,21.0,1.0,,,,,67.0,"7,53",89.0,
SANTA FE,Castellanos,Susana,82021370,,,,326.0,,,,78.0,404,404.0,80.6930693069307
SANTA FE,Castellanos,Tacural,82021380,437.0,,,494.0,,,,,931,931.0,53.06122448979592
SANTA FE,Castellanos,Vila,82021390,419.0,,,,,,,,419,419.0,
SANTA FE,Castellanos,Villa San José,82021410,,53.0,,,,,,31.0,84,84.0,
SANTA FE,Castellanos,Virginia,82021420,,,,,,,,9.0,9,9.0,
SANTA FE,Castellanos,Zenón Pereyra,82021430,,53.0,,,,,,,53,53.0,
SANTA FE,Castellanos,Frontera,82021200,,,,,,,,1.0,1,1.0,
SANTA FE,Constitución,Alcorta,82028010,215.0,,,430.0,,,,537.0,"2,48",1182.0,36.37901861252115
SANTA FE,Constitución,Bombal,82028040,245.0,132.0,,626.0,,,,,1,1003.0,62.412761714855435
SANTA FE,Constitución,Empalme Villa Constitución,82028070,620.0,,,,,,,,620,620.0,
SANTA FE,Constitución,Godoy,82028100,,,,,,,,152.0,152,152.0,
SANTA FE,Constitución,Juan B. Molina,82028110,350.0,,,,,,,1.0,351,351.0,
SANTA FE,Constitución,Juncal,82028120,256.0,,,1.0,,,,27.0,284,284.0,0.35211267605633806
SANTA FE,Constitución,La Vanguardia,82028130,,,,114.0,,,,,114,114.0,100.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,600.0,321.0,,,,,,271.0,"1,19",1192.0,
SANTA FE,Constitución,Pavón,82028150,99.0,,,,,,,,99,99.0,
SANTA FE,Constitución,Pavón Arriba,82028160,,75.0,,471.0,,,,25.0,571,571.0,82.48686514886164
SANTA FE,Constitución,Rueda,82028180,,,,,,,,72.0,72,72.0,
SANTA FE,Constitución,Santa Teresa,82028190,165.0,56.0,,575.0,,,,103.0,899,899.0,63.95995550611791
SANTA FE,Constitución,Sargento Cabral,82028200,,,,347.0,,,,102.0,449,449.0,77.28285077951003
SANTA FE,Constitución,Villa Constitución,82028230,,2.0,,559.0,,,,,"8,18",561.0,99.64349376114082
SANTA FE,Constitución,Peyrano,82028170,,743.0,,,,,,,743,743.0,
SANTA FE,Constitución,Cepeda,82028060,,,,,,,,4.0,4,4.0,
SANTA FE,Constitución,General Gelly,82028090,189.0,,,,,,,4.0,193,193.0,
SANTA FE,Garay,Cayastá,82035010,,,,,,,,429.0,429,429.0,
SANTA FE,Garay,Helvecia,82035020,,440.0,,,,,,205.0,645,645.0,
SANTA FE,Garay,Saladero Mariano Cabal,82035040,,,,,,2.0,,64.0,66,66.0,
SANTA FE,Garay,Santa Rosa de Calchines,82035050,77.0,941.0,,,,,,,"1,02",1018.0,
SANTA FE,Garay,Los Zapallos,82035030,,67.0,,,67.0,,,,134,134.0,
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,,,,,,,,36.0,36,36.0,
SANTA FE,General López,Amenábar,82042020,155.0,,,,,,,80.0,235,235.0,
SANTA FE,General López,Cafferata,82042030,246.0,,,1.0,,,,,247,247.0,0.4048582995951417
SANTA FE,General López,Cañada del Ucle,82042040,222.0,,,,,,,200.0,422,422.0,
SANTA FE,General López,Carmen,82042050,,,,,40.0,,,100.0,140,140.0,
SANTA FE,General López,Carreras,82042060,,1.0,,,,,,274.0,275,275.0,
SANTA FE,General López,Chapuy,82042070,,1.0,,,,,,,1,1.0,
SANTA FE,General López,Chovet,82042080,,1.0,,,,2.0,,,3,3.0,
SANTA FE,General López,Christophersen,82042090,,,,15.0,,,,78.0,93,93.0,16.129032258064516
SANTA FE,General López,Diego de Alvear,82042100,206.0,,,64.0,,,,108.0,378,378.0,16.93121693121693
SANTA FE,General López,Elortondo,82042110,486.0,,,,,,,70.0,"1,85",556.0,
SANTA FE,General López,Firmat,82042120,276.0,,,,,,,,"5,08",276.0,
SANTA FE,General López,Hughes,82042130,,,,,,,,,"1,39",0.0,
SANTA FE,General López,La Chispa,82042140,,,,,,,,71.0,71,71.0,
SANTA FE,General López,Maggiolo,82042170,78.0,,,,1.0,,,50.0,129,129.0,
SANTA FE,General López,María Teresa,82042180,21.0,,,,1.0,,,30.0,"1,09",52.0,
SANTA FE,General López,Melincué (Est. San Urbano),82042190,,,,,,,,201.0,201,201.0,
SANTA FE,General López,Miguel Torres,82042200,,1.0,,,,,,,1,1.0,
SANTA FE,General López,Murphy,82042210,,,,717.0,,,,,717,717.0,100.0
SANTA FE,General López,Rufino,82042220,,47.0,,,,,,,"7,24",47.0,
SANTA FE,General López,San Eduardo,82042230,152.0,,,153.0,,,,,305,305.0,50.1639344262295
SANTA FE,General López,San Francisco de Santa Fe,82042240,,,,45.0,,1.0,,,46,46.0,97.82608695652173
SANTA FE,General López,San Gregorio,82042250,43.0,,,,,,,118.0,"1,17",161.0,
SANTA FE,General López,Sancti Spiritu,82042260,294.0,,,158.0,,1.0,,605.0,"1,06",1058.0,14.933837429111533
SANTA FE,General López,Santa Isabel,82042270,198.0,,,,,1.0,,,"1,35",199.0,
SANTA FE,General López,Teodelina,82042280,,935.0,,,,,,165.0,"1,1",1100.0,
SANTA FE,General López,Venado Tuerto,82042290,,,,,380.0,,,79.0,"21,54",459.0,
